volumen,pagina,fila_original,autor,titulo,formato,tomos,figuras,pasta,lugar,año,atado,numero,precio,transcripcion_original,continua_en_pagina,ejemplar_de,misma_obra_que
2,pagina_0036-OCR.json,6,Medrano (D.n Felipe),"Tablas de reduccion de medidas, y pesos",fol.,,No,no consta,Madrid,1738,,155,15,"Medrano (D. Felipe) Tablas de reducción de medidas, y pesos fol. Madrid 1738 N. 155 15",,,
2,pagina_0036-OCR.json,7,Meerman (Gerardi),"De Cartae vulgaris, seu Lineae origine",12º,,No,no consta,Hagae-comitum,1767,,117,8,"Meerman (Gerardi) De Cartae vulgaris, seu Lineae origine 12º Hagae-comitum 1767 N. 117 8",,,
2,pagina_0036-OCR.json,8,Meerman (Gerardi),"Animadversiones criticae in Caji institutiones, auctae ab alij",8º,,No,no consta,Lutetiae-Paris,1747,,237,6,"Meerman (Gerardi) Animadversiones criticae in Caji institutiones, auctae ab aliy 8º Lutetiae-Paris 1747 N. 237 6",,,
2,pagina_0036-OCR.json,9,Meerman (Gerardi),Conspectus originum tipografi-carum,8º,,No,no consta,Roterodami,1762,,114,4,Meerman (Gerardi) Conspectus originum typographicarum 8º Rotterdam 1762 N. 114 4,,,
2,pagina_0037-OCR.json,1,[Anónimo],"Novus Thesaurus Juris civilis, et Canonici cum supplemento",fol. may.,8 toms,No,no consta,Hagae-comitum,1751,,231,840,"Novus Thesaurus Juris civilis, et Canonici cum supplemento fol. maior 8 Hagae-comitum 1751 à 1780 N. 231 840",,,
2,pagina_0037-OCR.json,2,Meerman (Gerardi),Specimen Calculi fluxionalis,4º,,No,no consta,Lugduni Batavorum,1742,,55,18,Specimen Calculi fluxionalis 4° Lugduni Batavorum 1742 N.55 18,,,
2,pagina_0037-OCR.json,3,Meerman (Gerardi),Origines typographiae,4º may.,2 toms,No,no consta,Hagae-comitum,1745,,54,90,Origines typographiae 4° maior 2 Hagae-comitum 1745 N. 54 90,,,
2,pagina_0037-OCR.json,4,Meibomii (Jo. Henr.),"Maecenas sive de C. Cilnii Maecenatis vita, moribus, et rebus gestis: accedit Albinovani Maecenati scriptum",4º,,No,no consta,Lugduni,1653,,32,24,"Meibomii (Jo. Henr.) Maecenas sive de C. Cilnii Maecenatis vita, moribus, et rebus gestis: accedit Albinovani Maecenati scriptum 4° Lugduni 1653 N. 32 24",,,
2,pagina_0037-OCR.json,5,Männeri (Eusebii),Animus Politicus,12º,,No,no consta,Lipsiae,1674,,61,12,Männeri (Eusebii) Animus Politicus 12° Lipsiae 1674 N. 61 12,,,
2,pagina_0037-OCR.json,6,Meinneri (Eusebii),Institutiones Aulicae,17°,,No,no consta,,,,72,4,Männeri (Eusebii) Institutiones Anticae 17° N. 72 4,,,
2,pagina_0037-OCR.json,7,Meisteri (D. Christian. Frid. Georg.),"Bibliotheca Juris naturae, et Gentium",8º,tres tom,No,no consta,Goettingae,1749,,260,24,"Meisteri (D. Christian. Frid. Georg.) Biblioteca Juris naturae, et Gentium 8° tres tom. Goettingae 1749 N. 260 24",,,
2,pagina_0038-OCR.json,1,Mela (Pomponii),"De situ cum illustratione Schoti, et castigationibus Barbari et Nomi: Graecs-latinum",4º,,Sí,no consta,Antuerpiae,1582,,187,16,"Mela (Pompinii) Desitu cum illus tratione Schoti, et castigationibus Barbari et Nomi: 4° fig. Graec.-latinum Antuerpiae 1582 N. 187 16",,,
2,pagina_0038-OCR.json,2,Mela (Pomponii),De situ Orbis,8º,,No,no consta,Salmanticae,1548,,105,8,id. De suo Orbis. en 8° Salmanticae 1548 N. 105 8,,,
2,pagina_0038-OCR.json,3,Mela (Pomponii),[Eiusd.] Id. opus.,8º,,No,no consta,Lugduni,1583,,202,8,Eiusd id. Opus. en 8° Lugduni 1583. cum annotationibus N. 102 8,,,
2,pagina_0038-OCR.json,4,Mela (Pomponii),[Eiusd.] Id. Opus en Castellano manuscrito,4º,,No,no consta,,,,189,8,Eiusd id. Opus en Castellano manus- crito 4° N. 189 8,,,
2,pagina_0038-OCR.json,5,Mela (Pomponii),[Eiusd.] Id. opus,,,No,no consta,Lutetiae,1551,,,6,Eiusd id. opus. Lutetiae 1551 6,,,
2,pagina_0038-OCR.json,6,Mela (Pomponii),"[id.] Opus. cum animadversionibus Vossii, Perizonii, et Gronovii",8º may.,dos tom,Sí,pasta,Lugduni Batav.,1748,,187,64,"Eiusd id. opus. cum animadversionibus Vori, Perizomi, et Gronovii: 8 mayor do tom. Pasta fig. Lugduni Batav. 1748. N. 187 64",,,
2,pagina_0038-OCR.json,7,Mela (Pomponii),Cosmographia accurate Recognita,4º,,No,no consta,Paris,1513,,189,8,id. Cosmographia accurate Recognita: 4° Parisiis 1513. N. 189 8,,,
2,pagina_0038-OCR.json,8,Mela (Pomponii),Sobre lo mismo,,,No,no consta,,,,,8,id. sobre lo mismo 8,,,
2,pagina_0038-OCR.json,9,Mela (Pomponii),"De Geografia, traducido al Castellano por Tribaldos hijo suyo Luis",8º,,No,no consta,Madrid,1649,,105,6,"id. de Geografia, traducido al Castellano por Tribaldos hijo suyo Madrid 1649. en 8° N. 105 6",,,
2,pagina_0039-OCR.json,1,Mela (Pomponii),"Compendio Geographico Historico del Orbe antiguo, y descripcion del sitio de la tierra",8º,,No,pasta,Madrid,1780,,70,16,"id. Compendio Geographico Historico del Orbe antiguo, y descripcion del sitio de la tierra 8º Pasta  Mad. 1780 N.70 16",,,
2,pagina_0039-OCR.json,2,Mela (Pomponii),"Compendio Geographico traducido al Castellano, o ilustrado por Josef Antonio de Salas",4º,,No,no consta,Madrid,1644,,47,15,"id. Compendio Geographico traducido al Castellano, o ilustrado por Josef Antonio de Salas 4º Madrid 1644 N.47 15",,,
2,pagina_0039-OCR.json,3,Melendez Valdes (D.n Juan),Sus Poesias,8º,1º,No,pasta,Madrid,1785,31,,6,Melendez Valdes (D. Juan) Sus Poesias 8º tom. 1º past. Madrid 1785 Atado 31 6,,,
2,pagina_0039-OCR.json,4,Melii de Sausa (Joannis),In Librum Job. paraphrasis poetica,8º,,No,no consta,Lugd.,1615,,3,8,Melii de Sausa (Joannis) in Librum Job. paraphrasis poetica 8º Lugd. 1615 N.3º 8,,,
2,pagina_0039-OCR.json,5,Melo y Siron (DD. Juan),"Zelo catholico, y Español por la Religion, y por la Patria",fol.,,No,no consta,Valencia,1710,,154,10,"Melo y Siron (DD. Juan) Zelo catholico, y Español por la Religion, y por la Patria fol. Valencia 1710 N.154 10",,,
2,pagina_0039-OCR.json,6,Melo... (Lizdo Luis Sanchez),Inventiva poetica,4º,,No,no consta,Malaga,1641,,20,10,Melo... (Siz. Luis Sanchez) Inventiva poetica 4º Malaga 1641 N.20 10,,,
2,pagina_0039-OCR.json,7,[Anónimo],"Memoires, et instrutions, pour servir dans las negotiations, et affaires concernant les droits du Roy",8º,,No,pasta,Paris,1671,,260,10,"Memoires, et instructions, pour servir dans las negociations, et affaires concernant les droits du Roy 8º Pasta  Paris 1671 N.260 10",,,
2,pagina_0040-OCR.json,1,[Anónimo],Mémoires politiques la Guerre ou Principes de loi naturelle,8º,dos tomos,No,no consta,Francofurt,1758,,111,20,Mémoires politiques la Guerre ou Principes de loi naturelle 8º dos tomos Francofort 1758 111 20,,,
2,pagina_0040-OCR.json,2,[Anónimo],"Memoires Por l'Histoire des Sciencies, et des Beaux arts. Atrevozÿ ancii",16º,321 Volum.,No,pasta,,1701,,174 à 183,30850,"Mémoires Pour l’Histoire des Sciences, et des Beaux arts Atrevozy ancii 1701 jusqu’à 1773 16º past. 321 N. 174 à 183 30850",,,
2,pagina_0040-OCR.json,3,[Anónimo],Memoires de Literature,12º,2t.,No,no consta,,1718,,93,32,Mémoires de Littérature 12º 2t. 1718 93 32,,,
2,pagina_0040-OCR.json,4,[Anónimo],Memoires Historiques concernents les amours des Rois de France,12º,,No,pasta,Paris,1739,,158,10,Mémoires Historiques concernent les amours des Rois de France 12º past. Paris 1739 158 10,,,
2,pagina_0040-OCR.json,5,[Anónimo],Mémoires Pour servir à l’Histoire de l’Europe,8º,tres toms.,No,pasta,Amsterdam,1749,,261,36,Mémoires Pour servir à l’Histoire de l’Europe 8º tres tomi past. Amsterdam 1749 261 36,,,
2,pagina_0040-OCR.json,6,[Anónimo],Mémoires de la Cour de Spagne,12º,,No,pasta,Paris,1733,,147,12,Mémoires de la Cour de Spagne 12º past. Paris 1733 147 12,,,
2,pagina_0040-OCR.json,7,[Anónimo],Mémoires des intrigues de la Cour de Rome Depuis 1. Année,12º,,No,pasta,Rome,1669,,317,6,Mémoires des intrigues de la Cour de Rome Depuis 1. Année 1669 jusques en 1676 12º Pasta . Paris 1677 317 6,,,
2,pagina_0040-OCR.json,8,[Anónimo],"Memoires touchant les Ambassadeurst, et Ministres Publices",12º,,No,no consta,Cologne,1676,,315,8,"Mémoires touchant les Ambassadeurs, et Ministres Publics 12º A Cologne 1676 315 8",,,
2,pagina_0041-OCR.json,1,[Anónimo],Memoires pour servir à l'Histoire de notre tems par raport à la Guerre Anglo Gallicane,,2 tom.,No,no consta,[eod. loc.],[eod. an.],,317,18,Memoires pour servir à l'Histoire de notre tems par rapport à la Guerre Anglo Gallicane 2 tom. edd loc. et an. N.317 18 ,,,
2,pagina_0041-OCR.json,2,[Anónimo],"Memoires pour a l'Histoire des Campagnes de 1756, et 1755. en Allemagne",8º,,No,no consta,Francfort,1758,,317,10,"Memoires pour a l'Histoire des Campagnes de 1756, et 1755. en Allemagne 8° Francfort 1758. N.317 10 ",,,
2,pagina_0041-OCR.json,3,[Anónimo],Memoire contenant le Precis des Faits avec leurs Pieces justificatives à response aux observations envoyees per les Ministres d'Angleterre dans les Cours de l'Europe,8º,,No,no consta,Paris,1756,,318,8,Memoire contenant le Precis des Faits avec les Pieces Justificatives à response aux observations envoyees par les Ministres d'Angleterre dans les Cours de l'Europe 8° Paris 1756 N.318 8 ,,,
2,pagina_0041-OCR.json,4,[Anónimo],Memoires des contraventions factes par la France Au traite de Paix conclu à Nimmegue,12º,,No,pasta,,1682,,315,6,Memoires des contraventions faites par la France au traite de Paix conclu à Nimègue 12° Past. 1682 N.315 6 ,,,
2,pagina_0041-OCR.json,5,[Anónimo],Memoires pour servir à l'Histoire de notre tems par l'observateur Hollandois,8º,3 tom.,No,no consta,Francfort,1757,,317,22,Memoires pour servir à l'Histoire de notre tems par l'observateur Hollandois 8.3 tom. A Francfort 1757 N.317 22 ,,,
2,pagina_0041-OCR.json,6,[Anónimo],Memoires du Regne de Catherine Imperatrice de la Russie,8º,,No,pasta,Amsterdam,1728,,136,12,Memoires du Regne de Catherine Imperatrice de la Russie 8° past. Amsterdam 1728 N.136 12 ,,,
2,pagina_0042-OCR.json,1,[Anónimo],Memoire Justificatif pour trois Hommes condamnes à la Roue,4º,,No,no consta,Paris,1786,,256,10,Memoire Justificatif pour trois Hommes condamnes à la Rone 4.º Paris 1786 N. 256 10,,,
2,pagina_0042-OCR.json,2,[Anónimo],"Memorial del Sr. Belluga Obispo de Cartagena al Rey Nuestro Señor sobre lo executado por el Alcalde Mayor de la Villa de Yecla, en quanto á la prision del fiscal Eclesiastico, y otras cosas",fol.,,No,no consta,,1713,,142,18,"Memorial del Sr. Belluga Obispo de Cartagena al Rey Nuestro Señor sobre lo executado por el Alcalde Mayor de la Villa de Yecla, en quanto á la prision del fiscal Eclesiastico, y otras cosas fol. año 1713 N. 142 18",,,
2,pagina_0042-OCR.json,3,[Anónimo],Memorial Historico del informe de los P.P. Frin. Calzados contra los Mercenarios,fol.,,No,no consta,Madrid,1660,,96,8,Memorial Historico del informe de los P.P. Frin. Calzados contra los Mercenarios fol. Mad. 1660 N. 96 8,,,
2,pagina_0042-OCR.json,4,[Anónimo],Memorias Historicas de la ultima Guerra con la Gran Bretaña,4º,tom. primero,No,no consta,Madrid,1783,35,35,6,Memorias Historicas de la ultima Guerra con la Gran Bretaña 4.º tom. primero. Madrid 1783. Atad. 35 6,,,
2,pagina_0042-OCR.json,5,[Anónimo],"Memorias de la Colonia Francesa de Santo Domingo, y Cuba",8º,,No,no consta,Madrid,1787,,214,5,"Memorias de la Colonia Francesa de Santo Domingo, y Cuba 8.º Madrid 1787 N. 214 5",,,
2,pagina_0042-OCR.json,6,[Anónimo],Memorias de la Sociedad economica de Madrid,4º,dos tomos,No,pasta,Madrid,1780,,185,70,Memorias de la Sociedad economica de Madrid 4.º dos tomos: Pasta  Madrid 1780 N. 185 70,,,
2,pagina_0043-OCR.json,1,[Anónimo],"Memorias Históricas sobre la Marina, Comercio y Artes de la antigua Ciudad x",4º,dos tomos,No,pasta,Barcelona,1779,,185,80,"Memorias Históricas sobre la Marina, Comercio y Artes de la antigua Ciudad x Barcelona 4º dos tomos p.ta Mad. 1779. N. 185. 80.",,,
2,pagina_0043-OCR.json,2,Mena (Fernando de),"Traducción de la Historia x Theagenes, y Chariclea",8º,,No,no consta,Barcelona,1614,18,,8,"Mena (Fernando de) Traducción de la Historia x Theagenes, y Chariclea 8º Bar. celona 1614 Atado 18. 8.",,,
2,pagina_0043-OCR.json,3,Mena (Fernando de),De ratione permiscendi Medicamenta,8º,,No,no consta,Barcelona,1555,26,26,3,Mena (Fernando de) De ratione permiscendi Medicamenta 8º Compluti 1555 Atad. 26. 3.,,,
2,pagina_0043-OCR.json,4,Mena (Juan de),Sus Coplas,8º,,No,no consta,Alcala de Henares,1566,10,10,8,Mena (Juan de) sus Coplas 8º Alcala de Henares 1566 Atad 10 8.,,,
2,pagina_0043-OCR.json,5,Mena (Juan de),Las 300,fol.,,No,no consta,Valladolid,1541,,1,45,Mena (Juan de) las 300 fol. Valladolid 1541. N. 1. 45.,,,
2,pagina_0043-OCR.json,6,Mena (Juan de),Las trescientas con otros tratados,8º,,No,no consta,Anvers,1552,10,10,24,Mena (Juan de) Las trescientas con otros tratados 8º Anvers 1552 At.do 10 24.,,,
2,pagina_0043-OCR.json,7,Menage (Mr.),Menagiana ou Les bons mots en,12º,4 tom.,No,no consta,Paris,1729,,103,60,Menage (Mr.) Menagiana ou Les bons mots en 12º 4. tom. Paris 1729 N. 103 60.,,,
2,pagina_0043-OCR.json,8,Menage (Mr.),Observations sur la Langue Francoise,12º,,No,pasta blanca,Paris,1672,,303,10,Menage (Mr.) Observations sur la Langue Francoise 12º Past. blanc. Paris 1672. N. 303. 10.,,,
2,pagina_0043-OCR.json,9,Menagi (Aegidii),Poemata,8º,,No,no consta,Paris,1668,,4,14,Menagi (Aegidii) Poemata Parisiis 1668. 8º N. 4. 14.,,,
2,pagina_0044-OCR.json,1,Menagi (Aegidii),Historia Mulierum Philosophia num,8º,,No,no consta,Lugduni,1690,,73,6,— Historia Mulierum Philosophia num 8.° Lugduni 1690 N. 73 6,,,
2,pagina_0044-OCR.json,2,Menagi (Aegidii),[Eiusd.] Juris Civilis Amoenitates,8º,,No,pasta blanca,Lutetiae Parisiorum,1677,,240,12,— Eiusd Juris Civilis Amoenitates: 8° Pasta blanc. Lutetiae Parisiorum 1677 N. 240 12,,,
2,pagina_0044-OCR.json,3,Menchenii (Jo. Burchardi),Orationes Academicae in,8º,,No,no consta,Lipsiae,1734,,103,12,Menchenii (Jo. Burchardi) Orationes Academicae in 8.° Lipsiae 1734 N. 103 12,,,
2,pagina_0044-OCR.json,4,Menchenii,[Eiusd.] Disertationes Litterariae,,,No,no consta,,,,103,12,— Eiusd Dissertationes Sivarariae N. 103 12,,,
2,pagina_0044-OCR.json,5,Menchenii,[Eiusd.] De Charlataneria Eruditorum,16º,,No,no consta,Amstelodami,1747,,237,12,— Eiusd De Charlataneria Eruditorum 16 Amstelodami 1747 N. 237 12,,,
2,pagina_0044-OCR.json,6,Menchenii,[Eiusd.] Biblioteca Virorum militia,12º,,No,no consta,Lipsiae,1734,,104,12,— Eiusd Biblioteca Virorum militia en 12° Lipsiae 1734 N. 104 12,,,
2,pagina_0044-OCR.json,7,Menchenii,"[id.] Declamaciones contra la Charlataneria de los Eruditos, trasladadas de la que escrivio en latin Juan Burchard",8º,,No,no consta,Madrid,1787,,205,5,"— id Declamaciones contra la Charlataneria de los Eruditos, trasladadas de la que escribió en latin Juan Burchard 8° Madrid 1787 N. 205 5",,,
2,pagina_0044-OCR.json,8,Mendez de Vasconcelos (Luis),Arte Militar en portugues,4º,,No,pasta,Lisboa,1612,,302,30,Mendez de Vasconcelos (Luis) Arte Militar en portugues: 4.° Pasta . Lisboa 1612 N. 302 30,,,
2,pagina_0044-OCR.json,9,Mendez de Castro (Emmanuelis),De Annonis civilibus,4º,,No,no consta,Matriti,1592,,270,8,Mendez de Castro (Emmanuelis) de Annonis civilibus libus 4.° Matriti 1592 N. 270 8,,,
2,pagina_0045-OCR.json,1,Mendez (P. Fr. Fran.),"Noticias de la vida, y escritos del R.mo P. M. F. Enrrique Flores",4º,,No,pasta,Madrid,1780,,134,16,"Mendez (P. Fr. Fran.) Noticias de la vida, y escritos del R.mo P. M. F. Enrrigue Flores 4.º past. Madrid 1780 N.134 16",,,
2,pagina_0045-OCR.json,2,Mendez Silva (Rodrigo),Poblacion General de España,fol.,,No,pasta,Madrid,1645,,130,45,Mendez Silva (Rodrigo) Poblacion General de España fol. past. Madrid 1645 N.130 45,,,
2,pagina_0045-OCR.json,3,Mendez Silva (Rodrigo),Catalogo R.l y Genealogico de España,4º,,No,no consta,Madrid,1656,,188,16,Mendez Silva (Rodrigo) Catalogo Real y Genealogico de España 4.º Madrid 1656 N.188 16,,,
2,pagina_0045-OCR.json,4,Mendez Silva (Rodrigo),Noticia de Maestros de Principes de Castilla,8º,,No,no consta,Madrid,1654,,60,4,Mendez Silva (Rodrigo) Noticia de Maestros de Principes de Castilla 8.º Madrid 1654 N.60 4,,,
2,pagina_0045-OCR.json,5,Mendo (R.P. Andres),"Principe perfecto, y Ministros ajustados",4º,,No,no consta,Leon de Francia,1662,,263,26,"Mendo (R.P. Andres) Principe perfecto, y Ministro ajustado 4.º Leon de Francia 1662 N.263 26",,,
2,pagina_0045-OCR.json,6,Mendo (R.P. Andres),Discurso Apologetico por la Immaculada Concepcion de N.S.ra,fol.,,No,no consta,Oviedo,1651,,109,6,Mendo (R.P. Andres) Discurso Apologetico por la Inmaculada Concepcion de N.S. fol. Oviedo 1651 N.109 6,,,
2,pagina_0045-OCR.json,7,Mendo (R.P. Andres),"De Jure Academico selectae quaestiones Theologicae morales juridicae, historicae, et politicae",fol.,,No,no consta,Salmanticae,1655,,288,12,"Mendo (R.P. Andres) Ensis De Jure Academico selectae quaestiones Theologicae morales juridicae, historicae, et politicae fol. Salamanca 1655 N.288 12",,,
2,pagina_0045-OCR.json,8,Mendo (R.P. Andres),De las Ordenes Militares,fol.,,No,no consta,Madrid,1682,,140,20,Mendo (R.P. Andres) De las Ordenes Militares fol. Madrid 1682 N.140 20,,,
2,pagina_0046-OCR.json,1,Mendoza (D.n Antonio Hurtado de),"Convocacion de las Cortes de Castilla, y Juramento del Principe D.n Baltasar Carlos",4º,,No,no consta,Madrid,1665,,134,8,"Mendoza (D. Antonio Hurtado de) Convocacion de las Cortes de Castilla, y Juramento del Principe D. Baltasar Carlos: 4º Mad. 1665 N. 134 8",,,
2,pagina_0046-OCR.json,2,Mendoza (D.n Bernardino),"Theorica, y practica de Guerra",4º,,No,no consta,Madrid,1595,,68,12,"Mendoza (D. Bernardino) Theorica, y practica de Guerra. 4º Mad. 1595 N. 68 12",,,
2,pagina_0046-OCR.json,3,Mendoza (D.n Bernardino),Commentarios de lo sucedido en las Guerras de los Payses vajos,4º,,No,no consta,Madrid,1592,,146,24,Mendoza (D. Bernardino) Commentarios de lo sucedido en las Guerras de los Países vajos. 4º Mad. 1592 N. 146 24,,,
2,pagina_0046-OCR.json,4,Mendoza (D.n Diego),Obras Poeticas.,4º,,No,no consta,Madrid,1610,,33,12,Mendoza (D. Diego) Obras Poeticas. Mad. 1610 N. 33. en 4º 12,,,
2,pagina_0046-OCR.json,5,Mendoza (D.n Diego),Guerra de Granada hecha p. Felipe II. contra los Moriscos,4º,,No,no consta,Lisboa,1627,,146,10,Mendoza (D. Diego) Guerra de Granada hecha p. Felipe II. contra los Moriscos: 4º Lisboa 1627. N. 146 10,,,
2,pagina_0046-OCR.json,6,Mendoza (D.n Fernando),"Sobre la Defensa, y aprobacion del Concilio illiberitano",fol.,,No,pasta,Madrid,1594,,286,45,"Mendoza (D. Fernando) Sobre la Defensa, y aprobacion del Concilio illiberitano: fol. Past. Madrid 1594. N. 286 45",,,
2,pagina_0046-OCR.json,7,Mendoza (D.n Fernando),Disputationes juris civilis in difficiliores Leges: ff.,fol.,,No,no consta,Compluti,1586,,246,15,Mendoza (D. Fernando) Eiusd. Disputationes juris civilis in difficiliorer Leges: ff. fol. Completuri 1586 N. 246 15,,,
2,pagina_0046-OCR.json,8,Mendoza (D.n Francisco),La Coronacion Imperial traducido al Castellano por Gracian,4º,,No,no consta,,1530,,,10,Mendoza (D. Francisco) La Coronacion Imperial traducido al Castellano por Gracian: 4º 1530 10,,,
2,pagina_0047-OCR.json,1,Mendoza (Hernando de),"De las Gracias x los Oficios vendibles, y de las tratas",4º,,No,no consta,Valen[cia],1690,,252,6,"Mendoza (Hernando de) De las Gracias x lo Oficio vendible, y de las tratas 4.º Valen. 1690 N. 252 06",,,
2,pagina_0047-OCR.json,2,Mendoza (Dn Pedro Hurtado de),Espejo Geografico,8º,,No,no consta,Madrid,1690,,117,6,Mendoza (Dn Pedro Hurtado de) Espejo Geografico 8.º Madrid 1690 N. 117 06,,,
2,pagina_0047-OCR.json,3,[Anónimo],Mendoza Salazar Coronica dela Exma. Casa de los Ponces de Leon,4º,,No,no consta,Toledo,1620,,212,30,Mendoza Salazar Coronica dela Exma. Casa de los Ponces de Leon 4.º Toledo 1620 N. 212 30,,,
2,pagina_0047-OCR.json,4,Mendoza (Iñigo Lopez Marques de Santillana),Proverbios glosados por Diaz,8º,,No,no consta,,,,39,28,Mendoza (Iñigo Lopez Marques de Santillana) Proverbios glosados por Diaz 8.º N. 39 28,,,
2,pagina_0047-OCR.json,5,Mendoza (Iñigo Lopez Marques de Santillana),Memorial de cosas notables,fol.,,No,no consta,Guadalajara,1564,,35,48,Mendoza (Iñigo Lopez Marques de Santillana) Memorial de cosas notables fol. Guadalajara 1564 N. 35 48,,,
2,pagina_0047-OCR.json,6,Meneses (Dn Luis de),Historia de Portugal restaurado,4º,quatro tomos,No,pasta,Lisboa,1751,,146,64,Meneses (Dn Luis de) Historia de Portugal restau- rado 4.º Past. quatro tomos Lisboa 1751 N. 146 64,,,
2,pagina_0047-OCR.json,7,Meneses (Dn Luis de),"Exemplar de Virtudes Morales en la Vida de Jorge Castrioto, llamado Scanderbeg",4º,,No,pasta,Lisboa,1685,,146,12,"Menesez (Dn Luis de) Exemplar de Virtudes Morales en la vida de Jorge Castrioto, llamado deam- derbeg 4.º Past. Lisboa 1685 N. 146 12",,,
2,pagina_0047-OCR.json,8,Meneses (Dn Pedro de),Alegacion por la justificacion de los Tributos,4º,,No,no consta,Madrid,1635,,271,4,Menesez (Dn Pedro de) Alegacion por la justificacion de los Tributos 4.º Madrid 1635 N. 271 4,,,
2,pagina_0048-OCR.json,1,Meneses (Sebastian),Summa Politica,16º,,No,no consta,Amsterdam,1650,,251,6,Menenes (Sebastian) Summa Politica 16º Amsterdam 1650 N. 251 6,,,
